Year,Temp,Temp_MA,Temp_Category
194507,0.18,0.19,Medium
194508,0.2,0.192,Medium
194509,0.19,0.19,Medium
194510,0.18,0.188,Medium
194511,0.17,0.184,Medium
194512,0.15,0.178,Medium
194601,0.15,0.16799999999999998,Medium
194602,0.15,0.15999999999999998,Medium
194603,0.14,0.15199999999999997,Medium
194604,0.12,0.14199999999999996,Medium
194605,0.11,0.13399999999999995,Medium
194606,0.08,0.11999999999999995,Medium
194607,0.07,0.10399999999999995,Medium
194608,0.03,0.08199999999999996,Medium
194609,0,0.05799999999999996,Medium
194610,-0.01,0.03399999999999996,Low
194611,-0.02,0.013999999999999962,Low
194612,-0.04,-0.00800000000000004,Low
194701,-0.05,-0.024000000000000042,Low
194702,-0.05,-0.034000000000000044,Low
194703,-0.05,-0.042000000000000044,Low
194704,-0.04,-0.04600000000000004,Low
194705,-0.04,-0.04600000000000004,Low
194706,-0.02,-0.04000000000000004,Low
194707,-0.02,-0.034000000000000044,Low
194708,-0.01,-0.02600000000000004,Low
194709,-0.02,-0.02200000000000004,Low
194710,-0.01,-0.01600000000000004,Low
194711,-0.01,-0.01400000000000004,Low
194712,0,-0.01000000000000004,Medium
194801,0,-0.008000000000000038,Medium
194802,-0.01,-0.006000000000000038,Low
194803,-0.03,-0.010000000000000038,Low
194804,-0.05,-0.018000000000000037,Low
194805,-0.04,-0.02600000000000004,Low
194806,-0.05,-0.036000000000000046,Low
194807,-0.05,-0.044000000000000046,Low
194808,-0.05,-0.04800000000000004,Low
194809,-0.05,-0.04800000000000004,Low
194810,-0.05,-0.050000000000000044,Low
194811,-0.06,-0.052000000000000046,Low
194812,-0.07,-0.05600000000000005,Low
194901,-0.06,-0.05800000000000005,Low
194902,-0.06,-0.06000000000000005,Low
194903,-0.04,-0.05800000000000005,Low
194904,-0.04,-0.05400000000000005,Low
194905,-0.05,-0.050000000000000044,Low
194906,-0.06,-0.050000000000000044,Low
194907,-0.06,-0.050000000000000044,Low
194908,-0.06,-0.05400000000000005,Low
194909,-0.07,-0.06000000000000005,Low
194910,-0.07,-0.06400000000000006,Low
194911,-0.07,-0.06600000000000006,Low
194912,-0.06,-0.06600000000000006,Low
195001,-0.09,-0.07200000000000006,Low
195002,-0.09,-0.07600000000000007,Low
195003,-0.1,-0.08200000000000007,Low
195004,-0.11,-0.09000000000000007,Low
195005,-0.11,-0.10000000000000006,Low
195006,-0.1,-0.10200000000000006,Low
195007,-0.1,-0.10400000000000006,Low
195008,-0.1,-0.10400000000000006,Low
195009,-0.09,-0.10000000000000006,Low
195010,-0.1,-0.09800000000000006,Low
195011,-0.12,-0.10200000000000006,Low
195012,-0.13,-0.10800000000000007,Low
195101,-0.14,-0.11600000000000008,Low
195102,-0.15,-0.12800000000000006,Low
195103,-0.16,-0.14000000000000007,Low
195104,-0.16,-0.14800000000000008,Low
195105,-0.16,-0.15400000000000008,Low
195106,-0.15,-0.15600000000000008,Low
195107,-0.14,-0.15400000000000008,Low
195108,-0.13,-0.14800000000000008,Low
195109,-0.11,-0.13800000000000007,Low
195110,-0.08,-0.12200000000000008,Low
195111,-0.06,-0.10400000000000009,Low
195112,-0.03,-0.0820000000000001,Low
195201,0.01,-0.05400000000000009,Medium
195202,0.05,-0.022000000000000092,Medium
195203,0.06,0.005999999999999911,Medium
195204,0.08,0.03399999999999991,Medium
195205,0.08,0.05599999999999992,Medium
195206,0.08,0.06999999999999992,Medium
195207,0.08,0.07599999999999991,Medium
195208,0.08,0.07999999999999992,Medium
195209,0.07,0.07799999999999992,Medium
195210,0.06,0.07399999999999991,Medium
195211,0.06,0.06999999999999991,Medium
195212,0.05,0.0639999999999999,Medium
195301,0.04,0.055999999999999904,Medium
195302,0.04,0.049999999999999906,Medium
195303,0.06,0.049999999999999906,Medium
195304,0.07,0.051999999999999914,Medium
195305,0.09,0.05999999999999991,Medium
195306,0.1,0.07199999999999991,Medium
195307,0.1,0.08399999999999991,Medium
195308,0.1,0.0919999999999999,Medium
195309,0.09,0.0959999999999999,Medium
195310,0.1,0.0979999999999999,Medium
195311,0.1,0.0979999999999999,Medium
195312,0.1,0.0979999999999999,Medium
195401,0.08,0.0939999999999999,Medium
195402,0.06,0.0879999999999999,Medium
195403,0.04,0.0759999999999999,Medium
195404,0,0.0559999999999999,Medium
195405,-0.02,0.0319999999999999,Low
195406,-0.05,0.005999999999999894,Low
195407,-0.05,-0.016000000000000104,Low
195408,-0.07,-0.03800000000000011,Low
195409,-0.07,-0.052000000000000116,Low
195410,-0.08,-0.06400000000000011,Low
195411,-0.08,-0.0700000000000001,Low
195412,-0.09,-0.0780000000000001,Low
195501,-0.07,-0.0780000000000001,Low
195502,-0.08,-0.0800000000000001,Low
195503,-0.09,-0.0820000000000001,Low
195504,-0.1,-0.0860000000000001,Low
195505,-0.09,-0.0860000000000001,Low
195506,-0.1,-0.09200000000000011,Low
195507,-0.1,-0.09600000000000011,Low
195508,-0.09,-0.09600000000000011,Low
195509,-0.08,-0.09200000000000011,Low
195510,-0.09,-0.09200000000000011,Low
195511,-0.11,-0.09400000000000011,Low
195512,-0.12,-0.09800000000000011,Low
195601,-0.14,-0.10800000000000012,Low
195602,-0.14,-0.12000000000000013,Low
195603,-0.13,-0.12800000000000014,Low
195604,-0.13,-0.13200000000000014,Low
195605,-0.14,-0.13600000000000015,Low
195606,-0.14,-0.13600000000000015,Low
195607,-0.14,-0.13600000000000015,Low
195608,-0.17,-0.14400000000000016,Low
195609,-0.18,-0.15400000000000014,Low
195610,-0.19,-0.16400000000000015,Low
195611,-0.18,-0.17200000000000015,Low
195612,-0.16,-0.17600000000000016,Low
195701,-0.16,-0.17400000000000015,Low
195702,-0.15,-0.16800000000000015,Low
195703,-0.14,-0.15800000000000014,Low
195704,-0.12,-0.14600000000000013,Low
195705,-0.09,-0.13200000000000012,Low
195706,-0.06,-0.11200000000000013,Low
195707,-0.05,-0.09200000000000012,Low
195708,-0.02,-0.06800000000000013,Low
195709,0.01,-0.04200000000000013,Medium
195710,0.03,-0.018000000000000127,Medium
195711,0.05,0.0039999999999998734,Medium
195712,0.06,0.025999999999999874,Medium
195801,0.09,0.047999999999999876,Medium
195802,0.12,0.06999999999999987,Medium
195803,0.13,0.08999999999999989,Medium
195804,0.13,0.10599999999999987,Medium
195805,0.13,0.11999999999999988,Medium
195806,0.12,0.1259999999999999,Medium
195807,0.13,0.1279999999999999,Medium
195808,0.11,0.12399999999999989,Medium
195809,0.1,0.11799999999999988,Medium
195810,0.1,0.11199999999999988,Medium
195811,0.1,0.10799999999999987,Medium
195812,0.09,0.09999999999999987,Medium
195901,0.07,0.09199999999999987,Medium
195902,0.07,0.08599999999999988,Medium
195903,0.08,0.08199999999999988,Medium
195904,0.08,0.07799999999999987,Medium
195905,0.08,0.07599999999999987,Medium
195906,0.09,0.07999999999999988,Medium
195907,0.08,0.08199999999999988,Medium
195908,0.09,0.08399999999999988,Medium
195909,0.09,0.08599999999999988,Medium
195910,0.09,0.08799999999999988,Medium
195911,0.08,0.08599999999999988,Medium
195912,0.08,0.08599999999999988,Medium
196001,0.07,0.08199999999999988,Medium
196002,0.08,0.07999999999999988,Medium
196003,0.04,0.06999999999999987,Medium
196004,0.02,0.05799999999999987,Medium
196005,0,0.04199999999999987,Medium
196006,-0.01,0.025999999999999867,Low
196007,-0.01,0.007999999999999868,Low
196008,-0.01,-0.0020000000000001323,Low
196009,-0.01,-0.008000000000000132,Low
196010,0,-0.008000000000000132,Medium
196011,-0.01,-0.008000000000000132,Low
196012,0.01,-0.004000000000000132,Medium
196101,0.01,-1.3183898417423734e-16,Medium
196102,0.01,0.003999999999999868,Medium
196103,0.05,0.013999999999999868,Medium
196104,0.07,0.02999999999999987,Medium
196105,0.08,0.04399999999999987,Medium
196106,0.09,0.05999999999999987,Medium
196107,0.1,0.07799999999999987,Medium
196108,0.1,0.08799999999999988,Medium
196109,0.1,0.09399999999999989,Medium
196110,0.09,0.09599999999999989,Medium
196111,0.11,0.0999999999999999,Medium
196112,0.08,0.09599999999999989,Medium
196201,0.07,0.08999999999999989,Medium
196202,0.07,0.08399999999999988,Medium
196203,0.08,0.08199999999999988,Medium
196204,0.07,0.07399999999999987,Medium
196205,0.05,0.06799999999999988,Medium
196206,0.05,0.06399999999999988,Medium
196207,0.04,0.05799999999999987,Medium
196208,0.04,0.04999999999999987,Medium
196209,0.03,0.04199999999999987,Medium
196210,0.04,0.03999999999999987,Medium
196211,0.04,0.03799999999999987,Medium
196212,0.06,0.041999999999999864,Medium
196301,0.05,0.043999999999999866,Medium
196302,0.05,0.04799999999999986,Medium
196303,0.03,0.04599999999999986,Medium
196304,0.03,0.04399999999999986,Medium
196305,0.03,0.03799999999999986,Medium
196306,0.03,0.033999999999999864,Medium
196307,0.03,0.02999999999999986,Medium
196308,0.05,0.033999999999999864,Medium
196309,0.06,0.03999999999999986,Medium
196310,0.07,0.04799999999999986,Medium
196311,0.07,0.05599999999999987,Medium
196312,0.07,0.06399999999999988,Medium
196401,0.07,0.06799999999999988,Medium
196402,0.04,0.06399999999999988,Medium
196403,0.03,0.05599999999999987,Medium
196404,0.01,0.04399999999999987,Medium
196405,0,0.02999999999999987,Medium
196406,-0.01,0.01399999999999987,Low
196407,-0.02,0.0019999999999998712,Low
196408,-0.04,-0.01200000000000013,Low
196409,-0.08,-0.030000000000000127,Low
196410,-0.11,-0.05200000000000012,Low
196411,-0.14,-0.07800000000000012,Low
196412,-0.16,-0.10600000000000014,Low
196501,-0.17,-0.13200000000000014,Low
196502,-0.17,-0.15000000000000013,Low
196503,-0.16,-0.16000000000000014,Low
196504,-0.16,-0.16400000000000015,Low
196505,-0.15,-0.16200000000000014,Low
196506,-0.15,-0.15800000000000014,Low
196507,-0.16,-0.15600000000000014,Low
196508,-0.15,-0.15400000000000014,Low
196509,-0.13,-0.14800000000000013,Low
196510,-0.11,-0.14000000000000012,Low
196511,-0.09,-0.1280000000000001,Low
196512,-0.07,-0.11000000000000013,Low
196601,-0.08,-0.09600000000000011,Low
196602,-0.07,-0.08400000000000012,Low
196603,-0.06,-0.07400000000000012,Low
196604,-0.05,-0.06600000000000013,Low
196605,-0.05,-0.062000000000000124,Low
196606,-0.04,-0.054000000000000124,Low
196607,-0.02,-0.04400000000000013,Low
196608,-0.02,-0.03600000000000013,Low
196609,-0.02,-0.03000000000000013,Low
196610,-0.03,-0.026000000000000134,Low
196611,-0.03,-0.024000000000000132,Low
196612,-0.03,-0.026000000000000134,Low
196701,-0.02,-0.026000000000000134,Low
196702,-0.04,-0.03000000000000013,Low
196703,-0.03,-0.03000000000000013,Low
196704,-0.02,-0.02800000000000013,Low
196705,0,-0.02200000000000013,Medium
196706,-0.01,-0.020000000000000132,Low
196707,-0.02,-0.016000000000000132,Low
196708,-0.01,-0.012000000000000132,Low
196709,-0.01,-0.01000000000000013,Low
196710,0.01,-0.00800000000000013,Medium
196711,0.01,-0.00400000000000013,Medium
196712,0.01,0.001999999999999869,Medium
196801,0,0.003999999999999869,Medium
196802,0,0.005999999999999869,Medium
196803,0.01,0.005999999999999869,Medium
196804,0.01,0.005999999999999869,Medium
196805,-0.01,0.001999999999999869,Low
196806,-0.01,-1.3079815008865126e-16,Low
196807,-0.02,-0.004000000000000131,Low
196808,-0.03,-0.012000000000000132,Low
196809,-0.03,-0.020000000000000132,Low
196810,-0.04,-0.026000000000000134,Low
196811,-0.04,-0.03200000000000013,Low
196812,-0.05,-0.03800000000000013,Low
196901,-0.04,-0.04000000000000013,Low
196902,-0.04,-0.042000000000000134,Low
196903,-0.04,-0.042000000000000134,Low
196904,-0.02,-0.03800000000000014,Low
196905,0,-0.028000000000000136,Medium
196906,0.01,-0.018000000000000134,Medium
196907,0.02,-0.0060000000000001354,Medium
196908,0.03,0.007999999999999865,Medium
196909,0.04,0.019999999999999865,Medium
196910,0.05,0.029999999999999867,Medium
196911,0.07,0.041999999999999864,Medium
196912,0.1,0.057999999999999864,Medium
197001,0.12,0.07599999999999987,Medium
197002,0.15,0.097999999999999865,Medium
197003,0.15,0.11799999999999986,Medium
197004,0.14,0.13199999999999984,Medium
197005,0.12,0.13599999999999984,Medium
197006,0.12,0.13599999999999984,Medium
197007,0.12,0.12999999999999984,Medium
197008,0.11,0.12199999999999984,Medium
197009,0.11,0.11599999999999984,Medium
197010,0.1,0.11199999999999984,Medium
197011,0.09,0.10599999999999983,Medium
197012,0.06,0.09399999999999983,Medium
197101,0.04,0.07999999999999982,Medium
197102,0.01,0.05999999999999983,Medium
197103,-0.01,0.03799999999999983,Low
197104,-0.02,0.015999999999999834,Low
197105,-0.02,-1.6653345369377348e-16,Low
197106,-0.03,-0.014000000000000169,Low
197107,-0.04,-0.024000000000000167,Low
197108,-0.04,-0.030000000000000172,Low
197109,-0.04,-0.03400000000000017,Low
197110,-0.05,-0.04000000000000017,Low
197111,-0.06,-0.046000000000000166,Low
197112,-0.06,-0.05000000000000017,Low
197201,-0.07,-0.056000000000000175,Low
197202,-0.06,-0.06000000000000018,Low
197203,-0.05,-0.06000000000000018,Low
197204,-0.04,-0.056000000000000175,Low
197205,-0.04,-0.05200000000000017,Low
197206,-0.02,-0.04200000000000017,Low
197207,-0.01,-0.032000000000000174,Low
197208,0.01,-0.020000000000000174,Medium
197209,0.01,-0.010000000000000172,Medium
197210,0.03,0.003999999999999828,Medium
197211,0.04,0.015999999999999827,Medium
197212,0.06,0.029999999999999825,Medium
197301,0.1,0.047999999999999834,Medium
197302,0.14,0.07399999999999983,Medium
197303,0.16,0.09999999999999984,Medium
197304,0.18,0.12799999999999984,Medium
197305,0.21,0.15799999999999984,Medium
197306,0.22,0.18199999999999983,Medium
197307,0.22,0.19799999999999982,Medium
197308,0.22,0.20999999999999983,Medium
197309,0.22,0.21799999999999983,Medium
197310,0.22,0.21999999999999983,Medium
197311,0.22,0.21999999999999983,Medium
197312,0.2,0.21599999999999983,Medium
197401,0.17,0.20599999999999982,Medium
197402,0.12,0.18599999999999983,Medium
197403,0.09,0.15999999999999984,Medium
197404,0.05,0.12599999999999983,Medium
197405,0.03,0.09199999999999983,Medium
197406,0.01,0.05999999999999983,Medium
197407,0,0.03599999999999983,Medium
197408,0,0.017999999999999832,Medium
197409,-0.02,0.003999999999999832,Low
197410,-0.03,-0.008000000000000168,Low
197411,-0.04,-0.01800000000000017,Low
197412,-0.05,-0.02800000000000017,Low
197501,-0.04,-0.03600000000000017,Low
197502,-0.01,-0.03400000000000017,Low
197503,0.01,-0.02600000000000017,Medium
197504,0.02,-0.014000000000000169,Medium
197505,0.04,0.003999999999999832,Medium
197506,0.04,0.01999999999999983,Medium
197507,0.04,0.029999999999999832,Medium
197508,0.03,0.03399999999999983,Medium
197509,0.03,0.03599999999999983,Medium
197510,0.02,0.031999999999999834,Medium
197511,0.01,0.025999999999999836,Medium
197512,0.01,0.019999999999999834,Medium
197601,0.01,0.015999999999999837,Medium
197602,-0.01,0.007999999999999837,Low
197603,-0.03,-0.002000000000000164,Low
197604,-0.04,-0.012000000000000165,Low
197605,-0.07,-0.028000000000000164,Low
197606,-0.08,-0.046000000000000166,Low
197607,-0.08,-0.060000000000000164,Low
197608,-0.08,-0.07000000000000016,Low
197609,-0.08,-0.07800000000000015,Low
197610,-0.09,-0.08200000000000016,Low
197611,-0.07,-0.08000000000000015,Low
197612,-0.05,-0.07400000000000015,Low
197701,-0.03,-0.06400000000000015,Low
197702,-0.01,-0.050000000000000155,Low
197703,0.03,-0.026000000000000155,Medium
197704,0.05,-0.0020000000000001544,Medium
197705,0.09,0.025999999999999846,Medium
197706,0.12,0.05599999999999985,Medium
197707,0.14,0.08599999999999985,Medium
197708,0.16,0.11199999999999985,Medium
197709,0.17,0.13599999999999984,Medium
197710,0.19,0.15599999999999986,Medium
197711,0.21,0.17399999999999985,Medium
197712,0.21,0.18799999999999983,Medium
197801,0.2,0.19599999999999984,Medium
197802,0.19,0.19999999999999984,Medium
197803,0.19,0.19999999999999984,Medium
197804,0.18,0.19399999999999984,Medium
197805,0.17,0.18599999999999986,Medium
197806,0.15,0.17599999999999985,Medium
197807,0.13,0.16399999999999984,Medium
197808,0.11,0.14799999999999985,Medium
197809,0.11,0.13399999999999984,Medium
197810,0.11,0.12199999999999984,Medium
197811,0.11,0.11399999999999984,Medium
197812,0.11,0.10999999999999983,Medium
197901,0.11,0.10999999999999983,Medium
197902,0.09,0.10599999999999983,Medium
197903,0.09,0.10199999999999983,Medium
197904,0.09,0.09799999999999982,Medium
197905,0.09,0.09399999999999982,Medium
197906,0.1,0.09199999999999982,Medium
197907,0.1,0.09399999999999982,Medium
197908,0.13,0.10199999999999983,Medium
197909,0.14,0.11199999999999984,Medium
197910,0.16,0.12599999999999983,Medium
197911,0.17,0.13999999999999985,Medium
197912,0.2,0.15999999999999986,Medium
198001,0.22,0.17799999999999985,Medium
198002,0.26,0.20199999999999987,Medium
198003,0.27,0.2239999999999999,Medium
198004,0.3,0.24999999999999986,Medium
198005,0.32,0.27399999999999985,Medium
198006,0.32,0.2939999999999999,Medium
198007,0.34,0.3099999999999999,Medium
198008,0.34,0.3239999999999999,Medium
198009,0.34,0.3319999999999999,Medium
198010,0.33,0.3339999999999999,Medium
198011,0.33,0.3359999999999999,Medium
198012,0.31,0.3299999999999999,Medium
198101,0.32,0.3259999999999999,Medium
198102,0.32,0.3219999999999999,Medium
198103,0.33,0.3219999999999999,Medium
198104,0.33,0.3219999999999999,Medium
198105,0.32,0.3239999999999999,Medium
198106,0.32,0.3239999999999999,Medium
198107,0.32,0.3239999999999999,Medium
198108,0.33,0.3239999999999999,Medium
198109,0.33,0.3239999999999999,Medium
198110,0.33,0.3259999999999999,Medium
198111,0.33,0.3279999999999999,Medium
198112,0.35,0.3339999999999999,Medium
198201,0.32,0.3319999999999999,Medium
198202,0.3,0.3259999999999999,Medium
198203,0.27,0.3139999999999999,Medium
198204,0.25,0.2979999999999999,Medium
198205,0.24,0.2759999999999999,Medium
198206,0.22,0.2559999999999999,Medium
198207,0.21,0.23799999999999985,Medium
198208,0.19,0.22199999999999984,Medium
198209,0.19,0.20999999999999983,Medium
198210,0.18,0.19799999999999982,Medium
198211,0.17,0.1879999999999998,Medium
198212,0.17,0.1799999999999998,Medium
198301,0.21,0.1839999999999998,Medium
198302,0.23,0.1919999999999998,Medium
198303,0.26,0.20799999999999982,Medium
198304,0.27,0.22799999999999984,Medium
198305,0.29,0.25199999999999984,Medium
198306,0.3,0.26999999999999985,Medium
198307,0.31,0.28599999999999987,Medium
198308,0.33,0.2999999999999999,Medium
198309,0.35,0.31599999999999984,Medium
198310,0.35,0.32799999999999985,Medium
198311,0.37,0.34199999999999986,Medium
198312,0.35,0.34999999999999987,Medium
198401,0.33,0.34999999999999987,Medium
198402,0.31,0.34199999999999986,Medium
198403,0.3,0.33199999999999985,Medium
198404,0.29,0.31599999999999984,Medium
198405,0.29,0.3039999999999998,Medium
198406,0.27,0.2919999999999998,Medium
198407,0.27,0.2839999999999998,Medium
198408,0.25,0.2739999999999998,Medium
198409,0.24,0.2639999999999998,Medium
198410,0.23,0.2519999999999998,Medium
198411,0.21,0.23999999999999977,Medium
198412,0.19,0.22399999999999975,Medium
198501,0.19,0.21199999999999974,Medium
198502,0.18,0.19999999999999973,Medium
198503,0.17,0.18799999999999972,Medium
198504,0.17,0.17999999999999972,Medium
198505,0.16,0.1739999999999997,Medium
198506,0.16,0.1679999999999997,Medium
198507,0.15,0.1619999999999997,Medium
198508,0.15,0.1579999999999997,Medium
198509,0.14,0.1519999999999997,Medium
198510,0.14,0.1479999999999997,Medium
198511,0.14,0.14399999999999968,Medium
198512,0.16,0.14599999999999969,Medium
198601,0.16,0.1479999999999997,Medium
198602,0.19,0.1579999999999997,Medium
198603,0.2,0.1699999999999997,Medium
198604,0.2,0.18199999999999972,Medium
198605,0.21,0.19199999999999973,Medium
198606,0.21,0.20199999999999974,Medium
198607,0.22,0.20799999999999974,Medium
198608,0.22,0.21199999999999974,Medium
198609,0.22,0.21599999999999975,Medium
198610,0.22,0.21799999999999975,Medium
198611,0.22,0.21999999999999975,Medium
198612,0.23,0.22199999999999975,Medium
198701,0.23,0.22399999999999975,Medium
198702,0.23,0.22599999999999976,Medium
198703,0.22,0.22599999999999976,Medium
198704,0.22,0.22599999999999976,Medium
198705,0.23,0.22599999999999976,Medium
198706,0.24,0.22799999999999976,Medium
198707,0.27,0.23599999999999977,Medium
198708,0.28,0.24799999999999978,Medium
198709,0.3,0.2639999999999998,Medium
198710,0.31,0.2799999999999998,Medium
198711,0.32,0.2959999999999998,Medium
198712,0.34,0.30999999999999983,Medium
198801,0.36,0.3259999999999998,Medium
198802,0.37,0.3399999999999998,Medium
198803,0.39,0.3559999999999998,Medium
198804,0.41,0.37399999999999983,Medium
198805,0.42,0.38999999999999985,Medium
198806,0.43,0.4039999999999998,Medium
198807,0.42,0.4139999999999998,Medium
198808,0.42,0.41999999999999976,Medium
198809,0.42,0.4219999999999997,Medium
198810,0.43,0.42399999999999965,Medium
198811,0.42,0.4219999999999997,Medium
198812,0.4,0.4179999999999997,Medium
198901,0.37,0.40799999999999975,Medium
198902,0.36,0.39599999999999974,Medium
198903,0.34,0.3779999999999998,Medium
198904,0.33,0.35999999999999976,Medium
198905,0.3,0.33999999999999975,Medium
198906,0.29,0.32399999999999973,Medium
198907,0.28,0.3079999999999997,Medium
198908,0.28,0.2959999999999997,Medium
198909,0.28,0.2859999999999997,Medium
198910,0.27,0.2799999999999997,Medium
198911,0.28,0.2779999999999997,Medium
198912,0.29,0.2799999999999997,Medium
199001,0.31,0.2859999999999997,Medium
199002,0.32,0.2939999999999997,Medium
199003,0.35,0.3099999999999997,Medium
199004,0.38,0.32999999999999974,Medium
199005,0.4,0.35199999999999976,Medium
199006,0.42,0.3739999999999998,Medium
199007,0.43,0.39599999999999974,Medium
199008,0.43,0.41199999999999976,Medium
199009,0.42,0.41999999999999976,Medium
199010,0.43,0.4259999999999997,Medium
199011,0.45,0.43199999999999966,Medium
199012,0.45,0.43599999999999967,Medium
199101,0.45,0.43999999999999967,Medium
199102,0.46,0.4479999999999997,Medium
199103,0.43,0.4479999999999997,Medium
199104,0.42,0.4419999999999996,Medium
199105,0.41,0.4339999999999996,Medium
199106,0.43,0.4299999999999996,Medium
199107,0.43,0.42399999999999965,Medium
199108,0.44,0.4259999999999996,Medium
199109,0.45,0.43199999999999966,Medium
199110,0.44,0.4379999999999997,Medium
199111,0.43,0.4379999999999997,Medium
199112,0.42,0.4359999999999998,Medium
199201,0.42,0.4319999999999998,Medium
199202,0.41,0.42399999999999977,Medium
199203,0.42,0.41999999999999976,Medium
199204,0.41,0.41599999999999976,Medium
199205,0.4,0.41199999999999976,Medium
199206,0.38,0.40399999999999975,Medium
199207,0.35,0.39199999999999974,Medium
199208,0.32,0.3719999999999997,Medium
199209,0.29,0.3479999999999997,Medium
199210,0.27,0.32199999999999973,Medium
199211,0.25,0.2959999999999997,Medium
199212,0.24,0.27399999999999974,Medium
199301,0.23,0.25599999999999973,Medium
199302,0.23,0.24399999999999972,Medium
199303,0.22,0.2339999999999997,Medium
199304,0.22,0.2279999999999997,Medium
199305,0.22,0.2239999999999997,Medium
199306,0.22,0.2219999999999997,Medium
199307,0.23,0.2219999999999997,Medium
199308,0.24,0.2259999999999997,Medium
199309,0.25,0.2319999999999997,Medium
199310,0.27,0.24199999999999972,Medium
199311,0.27,0.2519999999999997,Medium
199312,0.27,0.25999999999999973,Medium
199401,0.26,0.26399999999999973,Medium
199402,0.23,0.25999999999999973,Medium
199403,0.23,0.2519999999999997,Medium
199404,0.23,0.24399999999999972,Medium
199405,0.24,0.2379999999999997,Medium
199406,0.25,0.2359999999999997,Medium
199407,0.25,0.2399999999999997,Medium
199408,0.26,0.24599999999999972,Medium
199409,0.27,0.2539999999999997,Medium
199410,0.28,0.26199999999999973,Medium
199411,0.31,0.27399999999999974,Medium
199412,0.33,0.28999999999999976,Medium
199501,0.35,0.3079999999999997,Medium
199502,0.41,0.33599999999999974,Medium
199503,0.43,0.3659999999999997,Medium
199504,0.44,0.39199999999999974,Medium
199505,0.44,0.4139999999999997,Medium
199506,0.44,0.43199999999999966,Medium
199507,0.46,0.4419999999999996,Medium
199508,0.48,0.4519999999999996,Medium
199509,0.48,0.45999999999999963,Medium
199510,0.48,0.46799999999999964,Medium
199511,0.49,0.4779999999999996,Medium
199512,0.48,0.4819999999999996,Medium
199601,0.46,0.4779999999999996,Medium
199602,0.44,0.4699999999999996,Medium
199603,0.43,0.45999999999999963,Medium
199604,0.41,0.4439999999999996,Medium
199605,0.41,0.4299999999999996,Medium
199606,0.4,0.4179999999999996,Medium
199607,0.39,0.40799999999999964,Medium
199608,0.38,0.39799999999999963,Medium
199609,0.37,0.3899999999999996,Medium
199610,0.35,0.3779999999999996,Medium
199611,0.35,0.3679999999999996,Medium
199612,0.35,0.3599999999999996,Medium
199701,0.35,0.3539999999999996,Medium
199702,0.34,0.3479999999999996,Medium
199703,0.35,0.3479999999999996,Medium
199704,0.35,0.3479999999999996,Medium
199705,0.36,0.3499999999999996,Medium
199706,0.38,0.3559999999999996,Medium
199707,0.39,0.3659999999999996,Medium
199708,0.39,0.3739999999999996,Medium
199709,0.41,0.3859999999999996,Medium
199710,0.45,0.40399999999999964,Medium
199711,0.47,0.4219999999999996,Medium
199712,0.49,0.4419999999999996,Medium
199801,0.52,0.46799999999999964,Medium
199802,0.55,0.49599999999999966,Medium
199803,0.56,0.5179999999999996,Medium
199804,0.59,0.5419999999999996,Medium
199805,0.62,0.5679999999999996,Medium
199806,0.63,0.5899999999999996,Medium
199807,0.65,0.6099999999999997,Medium
199808,0.67,0.6319999999999996,Medium
199809,0.67,0.6479999999999996,Medium
199810,0.65,0.6539999999999996,Medium
199811,0.63,0.6539999999999996,Medium
199812,0.63,0.6499999999999996,Medium
199901,0.62,0.6399999999999995,Medium
199902,0.61,0.6279999999999994,Medium
199903,0.59,0.6159999999999994,Medium
199904,0.56,0.6019999999999995,Medium
199905,0.53,0.5819999999999995,Medium
199906,0.5,0.5579999999999995,Medium
199907,0.47,0.5299999999999995,Medium
199908,0.44,0.49999999999999944,Medium
199909,0.44,0.4759999999999994,Medium
199910,0.43,0.4559999999999994,Medium
199911,0.42,0.4399999999999994,Medium
199912,0.41,0.4279999999999994,Medium
200001,0.4,0.4199999999999994,Medium
200002,0.39,0.4099999999999994,Medium
200003,0.4,0.40399999999999947,Medium
200004,0.42,0.40399999999999947,Medium
200005,0.43,0.4079999999999995,Medium
200006,0.42,0.4119999999999995,Medium
200007,0.43,0.4199999999999995,Medium
200008,0.43,0.42599999999999943,Medium
200009,0.43,0.4279999999999994,Medium
200010,0.43,0.4279999999999994,Medium
200011,0.43,0.4299999999999994,Medium
200012,0.41,0.4259999999999994,Medium
200101,0.42,0.4239999999999993,Medium
200102,0.41,0.4199999999999993,Medium
200103,0.42,0.41799999999999926,Medium
200104,0.41,0.41399999999999926,Medium
200105,0.43,0.41799999999999926,Medium
200106,0.44,0.42199999999999926,Medium
200107,0.46,0.43199999999999933,Medium
200108,0.47,0.4419999999999993,Medium
200109,0.47,0.4539999999999993,Medium
200110,0.49,0.4659999999999993,Medium
200111,0.52,0.4819999999999993,Medium
200112,0.55,0.4999999999999993,Medium
200201,0.57,0.5199999999999994,Medium
200202,0.59,0.5439999999999994,Medium
200203,0.61,0.5679999999999994,Medium
200204,0.62,0.5879999999999994,Medium
200205,0.62,0.6019999999999993,Medium
200206,0.63,0.6139999999999993,Medium
200207,0.63,0.6219999999999993,Medium
200208,0.63,0.6259999999999993,Medium
200209,0.64,0.6299999999999993,Medium
200210,0.64,0.6339999999999993,Medium
200211,0.63,0.6339999999999993,Medium
200212,0.62,0.6319999999999993,Medium
200301,0.62,0.6299999999999993,Medium
